name,logo,nativePaymentAsset,floorPrice,numOwners,totalSupply,sevenDayChange,sevenDayVolume,oneDayChange,oneDayVolume,thirtyDayChange,totalVolume
QORPO | TradeRaceManager,https://lh3.googleusercontent.com/PdVUBW8gk_wt5_Ll9pxeSjq8RLKxuycsQg3suSgiyPy6Pu79on3PR5nEQSQVemAZ7V5YpBDltG63VEiFyfkOd0hYOTeQzz8E4up1PA=s120,ETH,0.0119,251,55,0.014055005624297063,9.014948999999999657,0,0.000,2.9443932747196255,99.853746246976982093
Golden Grenade,https://lh3.googleusercontent.com/wsylGTxIS3LH-hBNcYch36h606nkdUsr69qJw0wGw_V22J-cLSnT1aLpvdRoqkataRYhtThwQzLNRap9BDfHF2KtlKzgBrRimNzY=s120,ETH,3,271,500,-1,0.000,0,0.000,-0.5770459081836327,102.773999999999986699
Ethernity's Master Collection,https://lh3.googleusercontent.com/GId53RudYB4l7e6Irj3_5JGyC3bwybdotwXAEgGaq4KCqjtfQChbolTQSJRYzb1bYrHM_G9xH4Il9vh_CM3ZPtMTwSgtkU5Wu7RVVQ=s120,ETH,0.013,8023,21408,-0.712806002787724,3.44090000000000007,-0.588785046728972,0.110000000000000001,-0.2747561977410694,1203.78586565922569207
Crypto Raiders Mounts,https://lh3.googleusercontent.com/44XZseVPcTMuIseriL_HWueJ1pVaTp7p5JbMlAyQccPRCE3IsbOohEZ9WzKH0zOlmXIUsEH8NIULCA5PunKfNhTAi2yhXyVim745OA=s120,ETH,,555,3654,-0.06640706075371429,4.722999999999999865,-0.21458773784355176,0.742999999999999994,-0.8168422536479005,252.032916999999400787
Courtyard,https://lh3.googleusercontent.com/d0wnTQxaVJ3DX6tqx0Xz4lTWde396hPu1snh9NhJuaxkcucWBr9gBOguIsnD3k2uYN7_5V0iyxRUYzlwLXG0hmJQ2UtnIaOwlNbh=s120,ETH,0.35,409,801,79.66346538615446,20.157799999999998164,-0.4188221557670999,4.878000000000000114,0,20.40770000000000195
Bored Punks of Society,https://lh3.googleusercontent.com/SpA7eYqISuQykp2ChT_RH_m-Ef2oYxHs_5eb9USs7Wfo2RBV2j-v1AHEAvmuXpTxxWRpozZLas6t0g-TASJ25o9x0b3zDTDU6Iig8hc=s120,ETH,0.0299,3185,7638,-0.5162810310430055,2.635539899999998159,-0.7503491184268712,0.142999999999999988,-0.8680919926535914,206.716420727944949931
CinSity DAO Founders Pass,https://lh3.googleusercontent.com/sM6EsrnhibURAaLn9wvjN3gtD9NHOGv_PgGeFjNUMYiTRqTDbgpLtXDcCm55Yp88j8eBH8kgq0p1CEgIdzkV4KsCwRldoaUq-tBKUA=s120,ETH,,178,1000,1.8874999999999993,1.154999999999999805,-0.6842105263157895,0.149999999999999994,-0.08403503944230918,42.041300000000475734
CryptoGoros,https://lh3.googleusercontent.com/H5T7Oiasej07YZMdfTgreyLFn50Nvf0ktv6uDC0T_omtkW7NkxhEFv1osCgIXmFNzmmhff238D93R14SKz4dXJUK-D0bvayPgUmzxw=s120,ETH,,84,258,-0.325906840148245,2.208099999999999952,-0.7962,0.203800000000000009,10.544649840028434,21.172860000000003566
DeRace Liquid Love,https://lh3.googleusercontent.com/m7Yexzidqpm11U8tIUiuWSzT_HiTSigr-307kjUAx5Zd51u0OuwDNxvMapUn_-7M2PXwDi-1_FomI59FzSDsKiOWKLAfQ6KC-863=s120,ETH,0.062,274,971,-0.5162053543067726,1.629700000000000371,1.0345029239766084,0.347899999999999987,-0.3033248157318903,47.143138000000000432
PolyFarmers,https://lh3.googleusercontent.com/a6-_7gu3nKNaqAGVPxhWb7J_Cy_rHGNohTD9npTe8SWUtemFQtyr3zIBErDimQ1nWWb_yEbZvUVbMq7bO8UofaSeEBK9LxhB7aPDOIo=s120,ETH,,1564,4672,-0.6727350342959515,4.659619879999997494,-0.4892064308681673,0.397141999999999995,0,18.897684959699841301
Cryptoys Classics,https://lh3.googleusercontent.com/8LfTGwMvwMkyoNaBKrwih8iF3sx2gWZ4d9K1YqkxVf0P-_7VaDhTLPFjv14FPkAClq8fqNSDahH0BW32ceotlfAYNcWVqk3HMUnHbw=s120,ETH,,2728,3862,1.6529435163086714,6.669499999999999318,12.962142857142855,1.954699999999999882,-0.6190989385080378,176.145291032399910591
Metapass Genesis,https://lh3.googleusercontent.com/oeoj0gZ-im6Ya6lLsi3GA6GXS0P2MpCZ1qV0z8QnnRfhP9WHshXjMhfE5HFUV2xVtqZGPfqDj7usePZRr2SjglRG6aqkvcu6M3DPX9c=s120,ETH,,90233,3,-0.3983048776515085,0.812385999999999942,-1,0.000,0.33347424318139135,32.737310372163527461
PolyFarm Land - Official,https://lh3.googleusercontent.com/uvejkwyhLhOUcFMNT2oO7yT9KnbuxORzTPmg61PTLnvk54Bfw1hxc6-f2W7FnMeHJdVx3k6NZHuoKg9vinx_-kGOp4tdntyA7nvudw=s120,ETH,0.136,839,2000,-0.06233855691406894,5.445000000000001172,-0.8073612591196,0.235000000000000014,-0.17668032395153194,47.971770000000006462
Elon Punk Yacht Club,https://lh3.googleusercontent.com/Clj3O3kdijnKk1jGiZLzLAG-G8eCiQjzSfUjXiUt_ER-gwvdf7K7WlTy_WTrfqeRyw4pSW1HbFGEU4MV-UdVq_1pE60UPassVND8HA=s120,ETH,0.0018516,2071,6969,-0.4575045532425832,0.402113900000000302,-0.8408644662609391,0.035823000000000001,-0.5539616562668632,55.830153986463045612
GFARM2 NFT 1,,ETH,,115,186,3.545454545454545,5.000,0,1.000,-0.07025495750708206,46.866499999999987836
Blokpax Razz,https://lh3.googleusercontent.com/kTo2os3VM0wL0HcALOnIc8QmMutU8-rjcaqomht80e2gIDRyYcnypxsBxKQU1VRbGD8MBqHnUQRmD_BEvXimGd50skpK6-16KSRBlA=s120,ETH,,98,36,-0.626433561208861,0.100000000000000006,0,0.000,-0.1844877110575374,65.108667874207782233
Bezogis,https://lh3.googleusercontent.com/OoBwIRxUH0xLmORbqJfd_LcEh5coO9co_m4Q7EDtZeZZ5vQZTQEn7nRKv_LCt4V1RSwPCImkMetA7Bp_mdzYaTOhrv6EG6njAsQS=s120,ETH,,739,4096,1.0466666666666662,6.446999999999999176,-1,0.000,-0.5789103388840888,213.486225700000034067
Space Game - Spidox Droid,https://lh3.googleusercontent.com/ZL21U1P3GXwgr1NtlaQmz56cOGxJcepvjrA2Jf3tKyMy5mYz3EegQ6P61fu1IIs54mBQJcXSdsfMrtqPsqDwS0vsRyhl_7CheiYW=s120,ETH,0.0088,766,1013,-0.9157916235930871,0.040899999999999999,-1,0.000,1.0224105914938362,23.581179899999966665
Genesis Curry Flow,https://lh3.googleusercontent.com/qhwm6gQ8c5XnG1a0Qwd0AIXV5UvdzX5YAXQ4IO7qto5b2QrzM3oh_DoskIeGuv-E352Ci0ZbgYEeRTJwBHrDLGlcIC_ROa8RSf-Obzg=s120,ETH,0.099596,2197,5,-0.38809949979549685,1.347955000000000014,1.0018227305218013,0.280055000000000054,-0.7240771834282724,2153.56412183469728916
The Visitors,https://lh3.googleusercontent.com/rj9UOPjE50WAH3QXvHSO5BD3jyR_kdEkU86E71fMrhYSxDBMl4SPOg6_zuCckKNDVTubl1CfDxjplKpPlNgBPTeuNQxSQecUS3BeYA=s120,ETH,0.08,2250,9043,0.5463621113408499,3.963790000000001701,-0.13829768537232653,0.490300000000000014,-0.6437192175024078,427.511027353636620774
GFARM2 NFT 3,,ETH,2.3,74,180,1.5999999999999999,3.899999999999999911,0,2.000,-0.5706760316066726,64.591700000000017212
Chumbi Valley Founders Collection,https://lh3.googleusercontent.com/7faAXnC0wUv-cz9EocVpLZIK_xj_rRISV0e12YE8h4GFHos_UgT-_h5Oqmdi4crsR0Eg_ahZ9tqNa30iFvGkzLnmvMPb5LQo1nn4=s120,ETH,0.0029,2097,14,-0.6630566153991989,0.710900000000000309,0,0.24810000000000007,0.48077960146667087,187.221564999999969814
